title,label,label_score
serang houthi pakai drone aman kilang saudi aramco rapuh,clickbait,1
hutan indonesia bakar,clickbait,1
rossi kecewa finis empat misano,non-clickbait,0
solskjaer tendang main sampah man united,non-clickbait,0
viral medsos aksi kocak emakemak motor bikin ngakak parah,clickbait,1
maguire bangun duet tangguh bareng lindelof,non-clickbait,0
quartararo marquez manusia,clickbait,1
lucinta luna bisnis kopi netizen kritik nama brandnya,clickbait,1
maju pilkada pentol icw sindir isu korupsi sejahtera tangsel,clickbait,1
resesi ekonomi muncul satria pingit fakta tarik,clickbait,1
pks ogah tanggap fahri hamzah diri partai gelora,non-clickbait,0
bhakti agung propertindo lantai bursa efek indonesia pagi,non-clickbait,0
zodiak tukang marah pacar masuk tuh,clickbait,1
arsenal gagal bungkam watford komentar emery,clickbait,1
ekspor ri turun usd miliar agustus,non-clickbait,0
sosok menteri milik cerdas bantu jokowi bangun sdm,clickbait,1
viral medsos asyik makan es krim bibir bocah dower,clickbait,1
polda metro saran taksi online pakai pelat kuning bebas ganjilgenap,clickbait,1
rossi quartararo rival berat marquez,clickbait,1
kirim manusia nasa laku simulasi hidup,non-clickbait,0
gelar juara liga inggris target utama klopp liverpool,non-clickbait,0
lorenzo harap kuat motogp aragon thailand,non-clickbait,0
impor ri capai usd miliar turun,non-clickbait,0
reda perang dagang bawa angin segar pasar saham,clickbait,1
doa rasulullah baca pagi sore,clickbait,1
duga sebar foto bugil istri anggota dprd dalam tim pkb malang,non-clickbait,0
kendali karhutla indonesia ajar malaysia,clickbait,1
hasil tanding liga spanyol minggu september,non-clickbait,0
hasil tanding liga italia minggu september,non-clickbait,0
peristiwa september bentuk negara federal malaysia papua nugini merdeka,non-clickbait,0
viral selfie makam bj habibie hukum islam,clickbait,1
marquez quartararo balap baik motogp san marino,non-clickbait,0
rusak warung tetangga hari anak elvy sukaesih,clickbait,1
aktif mode gelap gmail android,clickbait,1
milik persis solo datang latih asing,non-clickbait,0
hubung toxic raguragu,clickbait,1
fakta bijak fenomenal habibie bidang ekonomi,clickbait,1
pesan malaikat rejeki limpah,clickbait,1
dovizioso melempem marquez jalan balap tenang misano,non-clickbait,0
neymar jr angkat bicara gagal hengkang psg,clickbait,1
berkat joko anwar christine hakim main film horor,clickbait,1
zarco puas kembang ktm,non-clickbait,0
frau ngaku ragu terus karier industri musik tanah air,clickbait,1
kesan mahfud md sosok firli bahuri,clickbait,1
teroris serang kilang minyak saudi aramco pakai drone,clickbait,1
salah kaprah guna istilah makam kubur jelas,clickbait,1
marquez aku cepat pimpin balap,non-clickbait,0
saran mahfud md revisi uu kpk,clickbait,1
puncak klasemen liga italia manolas inter jadwal mudah,clickbait,1
as roma hajar sassuolo,non-clickbait,0
bi buka seleksi calon pegawai syarat mainmain,clickbait,1
banggar dpr kemenkeu maraton bahas rapbn,non-clickbait,0
kepala bmkg aku sulit hujan buat atas karhutla riau,non-clickbait,0
bangun subuh ala habib mundzir,clickbait,1
rossi hormat gari balap muda f,non-clickbait,0
roberto firmino nilai harga liverpool,clickbait,1
taksi online begal tumpang bintaro tangsel,non-clickbait,0
valentino rossi aku ngefans lando norris,clickbait,1
nenek garut bunuh bakar pemuda garagara tagih utang rp ribu,clickbait,1
nasib r pesawat rancang habibie udara,clickbait,1
striker ngaku laku buruk barcelona,clickbait,1
mahfud md anggap sp dewan awas kpk,non-clickbait,0
la nyalla dpd bangun indonesia sentris,non-clickbait,0
kenal sosok guru ganteng viral menantu idam,clickbait,1
imbang watford xhaka nilai arsenal takut,non-clickbait,0
prestasi turun naomi osaka putus ganti latih,non-clickbait,0
bottas optimis mercedes ferrari f gp singapura,non-clickbait,0
arsenal puas imbang watford,clickbait,1
cuaca jakarta cerah pekan,non-clickbait,0
hasil tanding liga inggris minggu september,non-clickbait,0
perez bangga skuad mahal milik madrid,clickbait,1
penalti piatek mil menang tipis hellas verona,non-clickbait,0
koin emas islam langka dunia tulis syahadat jual rp miliar,non-clickbait,0
kenal ramu tongkat madura bikin miss v rapat bahaya,clickbait,1
guardiola selamat liverpool juara liga inggris,clickbait,1
kosa indonesia portugal netizen sodara cristiano ronaldo,clickbait,1
neraca dagang ri surplus tipis usd juta agustus,non-clickbait,0
indah agam wanita non muslim ajak pakai hijab,clickbait,1
nonton ratus film puas mnc now,clickbait,1
melaney ricardo janji damai elza syarief hotman paris,clickbait,1
alas inter patah dominasi juventus liga italia musim,clickbait,1
trio top skor liga inggris saing ketat musim,non-clickbait,0
poin lorenzo kecewa hasil misano,clickbait,1
conte sarri henti keluh,clickbait,1
mahathir selidik nyata indonesia kabut asap sumber malaysia,non-clickbait,0
demokrat sikap sby lemah kpk,clickbait,1
doa amal ibadah terima allah,clickbait,1
mnc now hadir tayang cinta esports,non-clickbait,0
inter raih poin sempurna conte ingat juang,clickbait,1
seksi cinta laura gaya bak princess jasmine,clickbait,1
tampil perdana cedera joan mir puas finis motogp san marino,non-clickbait,0
kode keras ketua hipmi menteri jokowi nangkap,clickbait,1
jokowi pimpin kpk bijak negara,clickbait,1
isak tangis cristiano ronaldo kenang mendiang ayah cinta,clickbait,1
pukki abraham divisi championship saing jalur top skor liga inggris,non-clickbait,0
damai elza syarief alas polisi melaney ricardo,clickbait,1
bijak cukai isi,clickbait,1
vinales aku tangguh quartararo motogp san marino,non-clickbait,0
seteru salah mane damai,non-clickbait,0
bayi nikita mirzani peluk gepok uang netizen anak sultan,clickbait,1
respons rahmad darmawan kabar tangan timnas indonesia,clickbait,1
tayang film cumbu tubuh indah semarang datang ormas,non-clickbait,0
pekan laku kendara langgar atur ganjilgenap,non-clickbait,0
ootd seksi ayu tingting libur labu bajo,clickbait,1
kesal aubameyang lihat bobrok tahan arsenal laga kontra watford,clickbait,1
pt damtour duga tipu ratus calon jamaah umrah rugi rp miliar,non-clickbait,0
darah irish bella indikasi infeksi salur kemih,non-clickbait,0
bamsoet airlangga sepakat tarung demokratis munas golkar,non-clickbait,0
unduh ios android tayang andal mnc now,clickbait,1
calon rektor rebut kursi nomor ui,clickbait,1
singgung makna lagu kasih sayang orangtua mawang,clickbait,1
ihsg turun jeda makan siang,non-clickbait,0
atalia kamil baca kunci wujud sdm unggul kualitas,non-clickbait,0
vinales nilai yamaha peluang raih menang,non-clickbait,0
produsen komponen lokal sokong produksi mobil esemka,clickbait,1
dpr bentuk pansus pindah kota,non-clickbait,0
jamu liverpool ancelotti harap napoli ulang sukses musim,clickbait,1
kenal transportasi temu roda,clickbait,1
alas adele gugat cerai simon konecki,clickbait,1
harga minyak lonjak brent patok usd barel,non-clickbait,0
sdm kualitas kunci wujud jabar provinsi pariwisata,non-clickbait,0
liga champions resmi,clickbait,1
kento momota vs lin jelang china open,non-clickbait,0
bantai filipina skuad timnas indonesia u grogi,clickbait,1
reus harap messi tampil laga kontra dortmund,non-clickbait,0
daftar muslim pengaruh dunia said aqil mohammed salah,clickbait,1
hadap barcelona favre imbau dortmund maksimal laga kandang,non-clickbait,0
jual ritel tingkat dolar as kuat,non-clickbait,0
serang fasilitas minyak arab saudi bikin harga emas jangka,clickbait,1
jokowi jadwal salat istisqa warga pekanbaru,non-clickbait,0
komisi iii pimpin kpk pilih kembali mandat jalan,non-clickbait,0
imbang uang simak pesan malaikat,clickbait,1
truk boks guling jalan tol cakung arah cikunir,non-clickbait,0
viral aksi polisi nemplok kap mobil laju pasar minggu,clickbait,1
celaka tol kayuagung palembang orang tewas,non-clickbait,0
bea cukai dumai sita ribu ekor belangkas mati boks fiber,non-clickbait,0
timnas indonesia u vs filipina saksi,clickbait,1
anies izin pkl trotoar menteri pupr syarat,clickbait,1
burung merpati matamata as perang dingin,clickbait,1
ronaldo messi kolektor tampil liga champions,clickbait,1
inspirasi islam kisah wasit perempuan hijab sepakbola inggris,clickbait,1
toyota umum recall puluh ribu unit yaris corolla,non-clickbait,0
setia gara duga alami kdrt ray sahetapy angkat bicara,clickbait,1
momen romantis david beckham dukung victoria london fashion week,clickbait,1
emiten telefash indonesia lantai bursa efek pagi,non-clickbait,0
saham usaha rokok tumbang ihsg,clickbait,1
ayu ting ting enggan raya ulang enam bilqis,clickbait,1
finis misano dovizioso aku cepat,non-clickbait,0
menang filipina timnas indonesia u puas,non-clickbait,0
rencana cat dinding kamar mandi dapur perhati,clickbait,1
warga ketapang serang ispa dampak bencana kabut asap,non-clickbait,0
tampil catwalk gaun naomi campbell bikin geger tonton,clickbait,1
potret mesra chef renatta moeloek kasih bule,clickbait,1
lemah rupiah level rp usd,non-clickbait,0
daya rupiah lemah rpusd,non-clickbait,0
ajar leseh sdn bekas bantu bangku meja,non-clickbait,0
exco pssi level simon mcmenemy klub tim nasional,non-clickbait,0
dpr sahkan revisi uu md kait tambah kursi pimpin mpr,non-clickbait,0
khabib kecam garagara duel beruang,clickbait,1
gempa magnitudo goyang tambrauw papua barat,non-clickbait,0
baik melaney richardo elza syarief tawar kerja bisnis,non-clickbait,0
batas usia kawin bkkbn standar,clickbait,1
jtp resmi wakil pilih partai perindo dprd sumut,non-clickbait,0
milik monitor gede gaban suv bikin tiongkok curi perhati fms,clickbait,1
sakit ispa akibat kabut asap serang warga kota jambi,non-clickbait,0
aksi lampard chelsea liga champions,clickbait,1
zona merah ihsg buka negatif,non-clickbait,0
bea cukai ternate musnah ratus ribu batang rokok ilegal,non-clickbait,0
akibat kabut asap menhub bocor rugi maskapai terbang,non-clickbait,0
investasi kepala bappenas senang pulau jawa,clickbait,1
cukai saham rokok tarik jangka,clickbait,1
asyik keliling karst rammangrammang perahu,non-clickbait,0
pasar ekspor anggrek tingkat,non-clickbait,0
jeli lihat peluang babel kembang agroindustri tapioka singkong,non-clickbait,0
lokasi kota rawan bakar hutan bappenas,clickbait,1
jadwal siar langsung timnas indonesia u vs pulau mariana utara rcti,clickbait,1
pinggir skuad man united matic frustasi,clickbait,1
daftar wakil indonesia china open,non-clickbait,0
produser pretty boys desta vincent gandeng tompi imam darto,clickbait,1
rehabilitasi jefri nichol alami ganggu tidur,clickbait,1
jomblo perhati keluarga pria depok gantung,clickbait,1
urus anak kim kardashian ngaku kewalahan,clickbait,1
tangkap identitas kemudi bikin polisi nemplok kap mobil,clickbait,1
setia gara ongkos pulang nikita mirzani tanggung,clickbait,1
dpr puji kerja tan amran sulaiman,non-clickbait,0
serang houthi arab saudi upaya pulih produksi minyak,non-clickbait,0
lagu diviralkan duta sheila on tanggap langit sore,clickbait,1
van dijk duel firmino,clickbait,1
malaysia rencana penjara guna narkoba,non-clickbait,0
intip nikah ala warga malaysia bak negeri dongeng,clickbait,1
kota pindah potensi investasi kalimantan timur,clickbait,1
target lampard chelsea liga champions,clickbait,1
pimpin kpk gebrak firli bahuri,clickbait,1
suarez gagal cetak gol laga tandang liga champions,non-clickbait,0
formappi sorot wakil perempuan pilih pimpin dpd ri,non-clickbait,0
viral emakemak ribut rebut makan acara kondangan,clickbait,1
rawan joman lapor majalah tempo dewan pers cover jokowi pinokio,non-clickbait,0
dpr sahkan pansus pindah kota rapat paripurna,non-clickbait,0
ganda putra indonesia juara china open,clickbait,1
alas liga eropa manchester united,clickbait,1
tipe teman coba tes pribadi,clickbait,1
pm inggris bor johnson sama hulk,clickbait,1
phk karyawan zomato fokus konten video,non-clickbait,0
praveenmelati singkir babak china open,non-clickbait,0
gerindra usul dewan awas kpk pilih dpr,non-clickbait,0
tolak rkuhp massa demo gedung dpr,non-clickbait,0
menteri sus tangkap ikan ilegal,clickbait,1
karyawan gm mogok kerja negosiasi gagal,non-clickbait,0
fakta cerai bopak castello putri mayangsari,clickbait,1
aktivis ham hs dillon tinggal dunia,non-clickbait,0
curah isi hati marshanda tulis puisi indah cinta,clickbait,1
joko anwar sesal kerja buruk kpi,non-clickbait,0
yuk libur seru wisata halal,clickbait,1
melchias markus mekeng penuh panggil kpk,non-clickbait,0
viral polisi tabrak mobil tilang komentar netizen,clickbait,1
timnas indonesia u unggul filipina babak,non-clickbait,0
viral video pria todong pistol mulut bayi langsung ciduk polisi,clickbait,1
rapat paripurna bangku kosong bpk serah ihps i dpr,non-clickbait,0
derita ganggu dengar risiko demensia,non-clickbait,0
jebak lift anggota dpr anggar baik sri mulyani,non-clickbait,0
garagara kabut asap garuda batal terbang september,non-clickbait,0
menteri pupr anies izin pkl trotoar,clickbait,1
pesona ariel noah ulang ganteng gak luntur,clickbait,1
timnas indonesia u gilas filipina,non-clickbait,0
dpr usul dewan awas kpk pilih perintah,non-clickbait,0
aksi polisi nemplok mobil muncul prihatin perspektif selamat jalan raya,non-clickbait,0
pemprov dki hapus sanksi piutang jenis pajak daerah,non-clickbait,0
bus tabrak truk tangki lampung orang tewas enas,non-clickbait,0
mcmenemy ganti teco rd layak tangan timnas indonesia,clickbait,1
wall street buka lemah imbas serang ladang minyak arab saudi,non-clickbait,0
artis cantik marcella simon putar poligami cerdas ustadz abdul somad,clickbait,1
kpk dpr tunda kesah revisi uu kpk,non-clickbait,0
neraca dagang agustus surplus tipis sri mulyani,clickbait,1
cari suaka trotoar kebon sirih anies telepon mensos,non-clickbait,0
jual leaf laku keras nissan siap mobil listrik model crossover,non-clickbait,0
kaget lihat formasi juri indonesian idol anang hermansyah gila,clickbait,1
sembuh warga mabukmabukkan pastor rusia tuang air suci pesawat,clickbait,1
klasemen grup g kualifikasi piala asia u matchday,clickbait,1
bahagia maguire bawa man united bungkam leicester,clickbait,1
toko jepang sedia sepatu hak anti sakit,clickbait,1
neraca dagang agustus surplus bi kuat tahan eksternal ekonomi ri,non-clickbait,0
pesawat delay imbas kabut asap menhub maskapai kena ganti rugi,non-clickbait,0
perintah kabul ekstradisi hong kong serah buron wn prancis,non-clickbait,0
jargon anak ganti alas makna,clickbait,1
garagara sampah kakek aniaya adik kandung pakai parang,clickbait,1
ratas pekanbaru jokowi sesal satgas karhutla tertib,non-clickbait,0
kpk periksa menpora imam nahrawi tetap sangka,non-clickbait,0
mercedes benz suntik teknologi otonom seri sclass,non-clickbait,0
tampil perkasa timnas indonesia u libas mariana utara,clickbait,1
polda kalsel peta titik api bakar hutan,non-clickbait,0
wall street buka lemah imbas laba fedex terjun,non-clickbait,0
periksa jam lapor diri kaskus cecar,clickbait,1
libas wakil jepang anthony ginting lolos babak china open,non-clickbait,0
anak jaga bersih masjid lantamal belawan lulus tni hafal quran suara merdu,clickbait,1
wakil menkeu naik iur bpjs pengaruh duduk miskin,non-clickbait,0
milik reputasi kualitas dunia powerbank gpower luncur indonesia,non-clickbait,0
dukung jokowi ngaku culik masjid bantah dkm,clickbait,1
sebentar minyak curah larang warga beli minyak kemas,clickbait,1
ya tuhan hubung darah sumut tingkat kasus,clickbait,1
ruang eldin kad pu segel kpk dinihari,non-clickbait,0
gubernur sumbar bantu pulang orang mang papua,non-clickbait,0
anggota kpk tewas kejar anak buah eldin kronologi,clickbait,1
nggak sidang pbb jk moga jokowi berani,clickbait,1
lokasi kota medan harga rumah fantastis,clickbait,1
besok jokowi turun temu wakil mahasiswa,clickbait,1
pukul debt colector lapor polisi tahun nggak,clickbait,1
kejarkejaran tembak bandar sabu tewas mapolres,clickbait,1
kenang tragedi mandala air serpih bunga api padang,clickbait,1
jaring razia mobil dinas anggota dewan pakai lapis pelat palsu lepas,clickbait,1
viral video tolak lantik jokowi papua hati tulus orang papua,clickbait,1
celaka maut mayat gelimpang warga asyik ambil foto video,clickbait,1
hajab kali parkir kantor gubsu rp m hilang bayar honor,clickbait,1
kali habibie terpa hoax tinggal dunia,clickbait,1
miris janda lantar medan deli anakanaknya jual baju,clickbait,1
ruu sah gelandang denda rp juta,clickbait,1
breaking news anggota okp prajurit tni bentrok marendal,clickbait,1
miris tolong dagang kakek jual roti jarah kawan bajing loncat,clickbait,1
sial kali ah rampas lepas muka jelek rekam viral pulak tinggal ciduk aja,clickbait,1
polres binjai apresiasi disiplin guru siswa sd negeri binjai,non-clickbait,0
halal hubung intim nikah buya yahya murtad,clickbait,1
sebrangi selat kawan babi hutan indonesia invasi malaysia,non-clickbait,0
tarif ojol silah cek skema baru,clickbait,1
langkat heboh balita siksa gantung tewas ayah tiri,clickbait,1
jatuh motor anak kampung sei mati mati massa warga,clickbait,1
tips atur uang pns,clickbait,1
cepat mati seringsering rokok makan hasil teliti,clickbait,1
tahun eramas pdip gubsu pimpin toruble maker problem solver,non-clickbait,0
bantah bpjs sehat iur sesuai,non-clickbait,0
ambil motor tilang zainal tewas keroyok polisi,clickbait,1
kerja kenal dokter wartawan risiko bunuh,non-clickbait,0
istri bunuh suami anak tiri inspirasi sinetron,clickbait,1
restu prabowo das maju pilkada kota medan,non-clickbait,0
pemkab karo dukung wisata halal tongging maju pariwisata,clickbait,1
marinir turun demo reda mahasiswa terima kasih lindung polisi,non-clickbait,0
siapsiap eaaa listrik va eh subsidi cabut,clickbait,1
anak istri teror warganet abdul azis lapor polisi,non-clickbait,0
wiranto bakar hutan lahan selesai hujan,non-clickbait,0
dahlan iskan kan tani temu bibit unggul penjara,clickbait,1
kapoldasu demo mahasiswa sumut tunggang dpo teroris,non-clickbait,0
demo anak stm marah emak nggak kasih ampun,clickbait,1
perintah jokowi rektor dosen mahasiswa demo kena sanksi,non-clickbait,0
siapsiap dukun santet dukun pelet kena pidana,clickbait,1
presiden dpr tuju lawan gusur penjara denda rp juta,non-clickbait,0
pakai cadar pria cabul hasil pegangpegang jamaah perempuan,clickbait,1
horor akibat karhutla langit merah abu sisa bakar bangan,clickbait,1
warning mahasiswa malaysia tinggal usu klb difteri,clickbait,1
panas ribu mahasiswa kuasa gedung dprmpr,clickbait,1
mahasiswa tolak undang jokowi jumpa buka siar langsung media,clickbait,1
viral curhat istri polisi anak demo,clickbait,1
motor ratus ajar medan demo tonton nih,clickbait,1
jokowi jadwal lantik maju surya paloh cobacoba,clickbait,1
tingkah ajar medan demo bawa gstring legal ganja,clickbait,1
anggap ras google translate maaf rakyat aceh,clickbait,1
ambulance dki bawa batu bensin elegan anies postingan polda metro langsung hapus,clickbait,1
usia hafal quran usia wisuda hafizah,clickbait,1
akhyar wali kota tangkap garagara proposal bantu warga,non-clickbait,0
saksi korban tembak kkb suami simbah darah meja kasir,clickbait,1
jk sound system masjid kadang ganggu atur,non-clickbait,0
survei baru responden nilai kerja jokowi sisa,clickbait,1
sebar candu hape ratus anak masuk rumah sakit jiwa,clickbait,1
kapoldasu ancam ajar demo nggak pns karyawan bumn,non-clickbait,0
saudara tewas jepit truk simalungun telpon abang,non-clickbait,0
gubsu evakuasi warga tapanuli utara papua sehat alami keras,non-clickbait,0
ekonomi roket jokowi omong kosong bukti,clickbait,1
porsea cekam angin puting beliung danau toba terjang mobil beranta,clickbait,1
teliti internasional sisi negatif medsos umat muslim indonesia cocok banget,clickbait,1
tiga final gala catur emas penuh kejut,clickbait,1
anak stm tahan polisi emak emak gelar aksi bebas anak,clickbait,1
istri nyinyirin tikam wiranto dandim langsung copot tahan,clickbait,1
gawat bah kopi gayo tolak eropa kandung racun,clickbait,1
kalah master nasional sukarnedi sabet gelar gala catur emas ii,non-clickbait,0
brutal geng motor serang rumah warga pakai sajam panah,clickbait,1
final gala catur emas ramai master internasional,non-clickbait,0
gaji guru honorer minim mendikbud nikmat masuk surga,clickbait,1
desa alumni ugm batal kuliah uas,non-clickbait,0
moeldoko ngaku tertib buzzer denny siregar cs rugi jokowi,clickbait,1
warning nunggak bpjs sehat nggak aku warga negara indonesia,clickbait,1
gelar aksi dukung jokowi target ribu massa puluh,clickbait,1
sosok syahril warga medan deli tusuk wiranto,clickbait,1
bpjs defisit rp triliun wamenkeu manja sakit langsung rs,clickbait,1
pilih presiden modal populer dukung buzzer,clickbait,1
sergai heboh polisi istri temu tewas luka tembak kepala,clickbait,1
mis sabet juara juara sepatu roda piala wali kota pariaman,non-clickbait,0
pns cobacoba ngelike status sebar benci sanksi berat,clickbait,1
aktivis walhi sumut tinggal polisi celaka,clickbait,1
warning polda sumut jual minyak ecer pidana denda miliar rupiah,clickbait,1
gawat titik api sumatera kalimantan,clickbait,1
eldin kena ott asn kompak tutup mulut wawalkot,non-clickbait,0
nusuk banget protes mulu ngapain aja negara,clickbait,1
alamakjangggg wali kota medan kena ott kpk barbuknya rp juta,clickbait,1
sukses bikin citra jokowi asean games wishnutama jatah menteri,clickbait,1
bupati lampung utara kena ott warga potong kambing gelar syukur,non-clickbait,0
dahlan iskan kupas tuntas kapasitas menteri kabinet indonesia maju,non-clickbait,0
sah daftar nama menteri kabinet jokowi maruf amin,clickbait,1
terima tegur rokok alex tikam guru liang,non-clickbait,0
disdukcapil medan cetak ribu ektp ngurus ektp langsung aja kemari gratis,clickbait,1
uwakuwak cabul nekat bacok polisi tangkap permak,clickbait,1
operasi zebra serentak target langgar,clickbait,1
jatah wamen projo nggak bubar puji prabowo,clickbait,1
ratus preman rusak masjid medan polisi duga motif curi,non-clickbait,0
pln sembah konser cinta judika andmesh pukau tonton,non-clickbait,0
panas ekstrem indonesia emakemak masak aspal,clickbait,1
rapbd kota medan sah jalan lubang banjir,non-clickbait,0
komunikasi listrik padam jayapura cekam wanita jaga malam,non-clickbait,0
catat ciriciri razia polisi resmi sampek tipu,clickbait,1
mantap ajar tolong polisi bakar kisah lengkap,clickbait,1
potong honor pegawai kepala puskesmas labuhanbatu kena ott,non-clickbait,0
konflik papua tewas anakanak makan rumput orang rebut jabat,clickbait,1
niat ajar anti korupsi kantin jujur bangkrut,non-clickbait,0
gagal paskibraka daerah koko undang kibar bendera mapolres labuhanbatu,clickbait,1
pulung yatim piatu temu tinggal lapar,clickbait,1
istri pakai handuk jalan tarik suami warga tonton gratis,clickbait,1
hasil kembang benih unggul kepala desa penjara,clickbait,1
brakkk innova ngebut sorong truk henti belmera,clickbait,1
rotasi bumi lambat gempa,non-clickbait,0
gubernur sumut omong kosong bangun sehat,clickbait,1
caci maki ancam bunuh anies kerja,clickbait,1
bank mandiri error saldo nasabah ubah drastis tambah rpjuta,clickbait,1
lihat istri tetangga nyusui anak jomblo tua gak tahan kepingin mimik cucu mama muda,clickbait,1
siapsiap kembang properti cina investasi besarbesaran,clickbait,1
plat merah milik kabupaten sumut nunggak pajak nama bupati,clickbait,1
jalan tol kualatanjung tebingtinggi parapat insya allah,clickbait,1
putus menteri bumn bikin krakatau steel rugi trilyunan rupiah,non-clickbait,0
nasdem dukung anies presiden pdip kaget kasi jokowi,clickbait,1
bocah ngaji seret paksa oknum polisi ampun hajar,clickbait,1
hilang motor cek daftar polsek medan labuh,clickbait,1
bikin uang mahar hias pidana bui denda rp miliar,clickbait,1
bank mandiri error nasabah transfer untung,clickbait,1
tanam saham model seksi indonesia tinggal kabur pacar,clickbait,1
mobil mewah tabrak lindas sepmor jalan ahmad yani medan,non-clickbait,0
nikmat eksotis sungai dinding batu raksasa tarean sergai,non-clickbait,0
kait pria ancam bunuh anies hrs polisi lapor,non-clickbait,0
lipsus gabung lampau sadis laku polisi anakanak tahan rusuh bawaslu,clickbait,1
buntut aksi mei anakanak tangkap pukul kepala kaki sundut rokok rendam kolam,clickbait,1
posting medsos istri cerai suami postingannya foto payudara nyembul,clickbait,1
tampak google maps bikin warganet takut,clickbait,1
dasar info tri polda aceh sita ton bibit padi munirwan,non-clickbait,0
transaksi narkoba bawa keluarga tangkap anak istri jeritjerit,clickbait,1
kemenag pasang nikah tes narkoba,non-clickbait,0
polisi gendut paksa program diet lihat ukur perut nih,clickbait,1
kondisi iwan pria ganggu jiwa candu game hape,clickbait,1
komplot maling nang kena dor modus bikin kelen gelenggeleng kepala,clickbait,1
pesta ganja digrebek polisi pemuda ngompol celana,clickbait,1
brakk truk ngebut lindas kendara motor jalan gatsu medan,clickbait,1
kriteria terima kartu prakerja salah satu,clickbait,1
tau poligami suami tidur siram air panas tewas,clickbait,1
hotnews ciduk polisi nunung positif pakai narkoba,clickbait,1
warga medan labuh timpa pohon jalan imam bonjol,non-clickbait,0
kafan bangkit purapura mati utang,clickbait,1
gagal nyuri masjid maling motor tewas hajar massa tuas,clickbait,1
suami barusan rumah istri masuk selingkuh crottt,clickbait,1
suruh kecil volume musik magrib pria bunuh tetangga tombak,clickbait,1
pabrik tutup ribu anggur cipta perintah upah,non-clickbait,0
ketua dewan komisioner ojk pemuda pns negara rugi,non-clickbait,0
presiden kunjung danau toba samosir goyang gempa,clickbait,1
kepling camat cuek nenek renta lumpuh datang disdukcapil medan ektp,non-clickbait,0
mahasiswa cipta alat ubah plastik bbm warganet awas tangkap dik,clickbait,1
juta terima bantu bpjs hapus iur bpjs naik,non-clickbait,0
truk angkut tanah timpa sigra balita selamat,non-clickbait,0
awas kibar bendera kusut koyak luntur kena pidana,clickbait,1
rupiah merosot menko darwin kejut bilang,clickbait,1
agus nafsu lisa cium buka nananya eh lakilaki udah minum obat kuat,clickbait,1
sakti banget bro saldo rp transfer milyaran modus,clickbait,1
tan tangkap tani aceh lindung tani,non-clickbait,0
ibu tinggal tabrak mobil bocah bantu sapu jalan,clickbait,1
nikmat kopi susu bahaya intai,clickbait,1
gerebek kampung narkoba kapolsek masuk rumah sakit keroyok puluh candu,clickbait,1
jaga paspor hilang denda mahal ngurusnya ribet,clickbait,1
presiden khatib shalat id ceramah utang dusta agama,non-clickbait,0
innalillahi asyik video call pinggir rel emakemak sambar ka,clickbait,1
izin investor china militer filipina ingat duterte kerja cina masuk filipina,clickbait,1
supermarket medan ambil alih pemko puluh markas okp,non-clickbait,0
giur foto cewek medsos rela terbang korea endingnya lucu tragis,clickbait,1
bakar marelan bocah tinggal garagara kunci kamar,non-clickbait,0
intel kodim sorong tangkap oknum tni jual amunisi kksb opm,non-clickbait,0
politis psi kecam pemuda razia buku bau komunis lawan hukum,clickbait,1
maaf bu guru nggak makan beras rumah,clickbait,1
artis lebanon warga palestina monster bakar,clickbait,1
warning warga medan utara lintas kawasan,clickbait,1
begal vs polisi adu tembak jalinsum mobil polisi bawa kabur,clickbait,1
kepala tikam pisau driver ojol buang sampah motor lari begal kim,clickbait,1
jelas petinggi pln jokowi marah langsung pergi,clickbait,1
begal bersajam bandar setia tewas tunjang korban,non-clickbait,0
keluarga mbah moen hrs imam sholat doa makam,non-clickbait,0
pilkada medan isi tokoh muda menantu jokowi timses prabowo,non-clickbait,0
hiii lintah danau toba masuk hidung turis nggak tarik,clickbait,1
gugat gerindra kabul mk perintah kpu hitung ulang,non-clickbait,0
aksi mahasiswa papua lebar medan bandung papua merah putih,clickbait,1
gawat surat utang negara milik asing menko darmin banting,clickbait,1
kristina gultom bantai suami tetangga kronologi sadis kali,clickbait,1
memek tetap waris budaya benda indonesia,clickbait,1
besok razia besarbesaran,clickbait,1
duarrr pengembala kerbau tapteng tewas,clickbait,1
pelihara jaring daerah medan kena madam listrik,clickbait,1
trending topic siswa smkn medan adil polantas kabur,clickbait,1
hajab kali ah warga miskin bedah rumah pungli,clickbait,1
bajing loncat mabar resah kau lapor aja polisi gak takut,clickbait,1
polisi pecat tahu ngojek anak jerat riba,clickbait,1
posting bantu siswa miskin guru honorer tuntut,clickbait,1
viral kendara rx king sungkur kena tendang maut polisi,clickbait,1
viral paskibra yatim ganti anak jabat bupati anak,clickbait,1
operasi patuh toba jaring langgar,non-clickbait,0
lolos hukum mati kaya bandar narkoba kalah sandiaga uno,clickbait,1
serbu kepung ribu kksb anggota tni wafat polisi cedera,non-clickbait,0
tendang kendara sungkur personel polisi ancam pecat,clickbait,1
kronologi lengkap istri bunuh bakar suami serta anak tiri,clickbait,1
bule swedia ngaku simpan rp triliun bank mandiri,clickbait,1
sah beban hidup rakyat berat iur bpjs,clickbait,1
nekat putar razia siapsiap kejar polisi,clickbait,1
jayapura cekam kantorkantor bakar warga sembunyi rumah,clickbait,1
update news selatan jawa ancam gempa dahsyat tsunami meter,clickbait,1
banting tulang ojol pria histeris pulang rumah nyata pahit bikin bunuh,clickbait,1
